Event	ID	Name			Wwise Object Path	Notes
	104741982	Play_SFX_Slideshow_screen06_plus			\Syphon\Rundown\Play_SFX_Slideshow_screen06_plus	
	112250267	Play_SFX_Slideshow_screen02glouglou			\Syphon\Rundown\Play_SFX_Slideshow_screen02glouglou	
	241809481	Play_AMB_MUSIC_MainMenu_V1			\Syphon\MainMenu\Ambience\Play_AMB_MUSIC_MainMenu_V1	
	518201918	Play_AMB_InMenu_MainMenu			\Syphon\MainMenu\Ambience\Play_AMB_InMenu_MainMenu	
	566078571	Play_SFX_PlayerWEAPONS_StunGun			\Syphon\InGame\Player\Play_SFX_PlayerWEAPONS_StunGun	
	573976349	Play_SFX_Slideshow_screen08_popGoofy			\Syphon\Rundown\Play_SFX_Slideshow_screen08_popGoofy	
	657395166	Play_SFX_Slideshow_screen11_popComic			\Syphon\Rundown\Play_SFX_Slideshow_screen11_popComic	
	673033979	Play_PLYR_Footsteps			\Syphon\InGame\Player\PlayerLocomotion\Play_PLYR_Footsteps	
	777803296	Play_UI_Menu_Back			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Back	
	845771312	Play_SFX_Slideshow_screen01writing			\Syphon\Rundown\Play_SFX_Slideshow_screen01writing	
	897435795	Play_SFX_Slideshow_screen08_popGoofy_Vari_04			\Syphon\Rundown\Play_SFX_Slideshow_screen08_popGoofy_Vari_04	
	897435796	Play_SFX_Slideshow_screen08_popGoofy_Vari_03			\Syphon\Rundown\Play_SFX_Slideshow_screen08_popGoofy_Vari_03	
	897435797	Play_SFX_Slideshow_screen08_popGoofy_Vari_02			\Syphon\Rundown\Play_SFX_Slideshow_screen08_popGoofy_Vari_02	
	897435798	Play_SFX_Slideshow_screen08_popGoofy_Vari_01			\Syphon\Rundown\Play_SFX_Slideshow_screen08_popGoofy_Vari_01	
	939981282	Play_SFX_Slideshow_screen11_crowdApplauz			\Syphon\Rundown\Play_SFX_Slideshow_screen11_crowdApplauz	
	1024592138	Play_UI_Menu_Confirm_SwitchPerkWeapon			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Confirm_SwitchPerkWeapon	
	1167542187	Play_SFX2D_Interface_PlyrArrowSeqSuccess_Os			\Syphon\InGame\Play_SFX2D_Interface_PlyrArrowSeqSuccess_Os	
	1216147212	Play_SFX_Slideshow_screen10_chestOpening			\Syphon\Rundown\Play_SFX_Slideshow_screen10_chestOpening	
	1225634717	Play_UI_Menu_Error			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Error	
	1294950980	Play_SFX_Slideshow_screen10_chestWoosh			\Syphon\Rundown\Play_SFX_Slideshow_screen10_chestWoosh	
	1355972168	Play_SFX_WEAPONS_ShieldBreak			\Syphon\InGame\Player\Play_SFX_WEAPONS_ShieldBreak	
	1403299731	Play_Start_AMB_MUS_InMenu_MainMenu			\Syphon\MainMenu\Ambience\Play_Start_AMB_MUS_InMenu_MainMenu	
	1416073485	Play_UI_Menu_Select			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Select	
	1609218540	Play_SFX_Slideshow_screen11_pinpin			\Syphon\Rundown\Play_SFX_Slideshow_screen11_pinpin	
	1620222164	Play_UI_Menu_Hoover			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Hoover	
	1842550574	Play_SFX_Menu_ChangePageSwoosh			\Syphon\MainMenu\UI_Anims\Play_SFX_Menu_ChangePageSwoosh	
	1909034902	Play_SFX_Slideshow_screen10_powerUps			\Syphon\Rundown\Play_SFX_Slideshow_screen10_powerUps	
	2087436894	Play_SFX_Slideshow_screen05_pawnsPteramyr			\Syphon\Rundown\Play_SFX_Slideshow_screen05_pawnsPteramyr	
	2230101518	Play_AMB_InMenu_Credits			\Syphon\MainMenu\Ambience\Play_AMB_InMenu_Credits	
	2390793601	Play_SFX_Slideshow_screen01getready			\Syphon\Rundown\Play_SFX_Slideshow_screen01getready	
	2449593435	Play_SFX_Slideshow_screen06_find			\Syphon\Rundown\Play_SFX_Slideshow_screen06_find	
	2476857413	Play_SFX2D_Interface_PlyrArrowSeqWrong_Os			\Syphon\InGame\Play_SFX2D_Interface_PlyrArrowSeqWrong_Os	
	2513850332	Play_SFX_Slideshow_screen03_vineBoom			\Syphon\Rundown\Play_SFX_Slideshow_screen03_vineBoom	
	2663842952	Play_SFX_Slideshow_screen10_turretHighlights			\Syphon\Rundown\Play_SFX_Slideshow_screen10_turretHighlights	
	2745379071	Play_SFX_Slideshow_screen07_syntalium			\Syphon\Rundown\Play_SFX_Slideshow_screen07_syntalium	
	2938977461	Play_SFX_Slideshow_screen04_breakstuff			\Syphon\Rundown\Play_SFX_Slideshow_screen04_breakstuff	
	2941686541	Play_SFX_Slideshow_screen04			\Syphon\Rundown\Play_SFX_Slideshow_screen04	
	3038203535	Play_SFX2D_Interface_PlyrArrowSeqBleeps_Os			\Syphon\InGame\Play_SFX2D_Interface_PlyrArrowSeqBleeps_Os	
	3121554309	Play_PlayerWeapon			\Syphon\InGame\Player\Play_PlayerWeapon	
	3196916874	Play_SFX_Slideshow_screen09_chest			\Syphon\Rundown\Play_SFX_Slideshow_screen09_chest	
	3217272792	Play_SFX_Slideshow_screen10_montage			\Syphon\Rundown\Play_SFX_Slideshow_screen10_montage	
	3500366795	Play_UI_Menu_Confirm			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_Confirm	
	3547016957	Play_SFX_Slideshow_screen06_activate			\Syphon\Rundown\Play_SFX_Slideshow_screen06_activate	
	3670692972	Play_SFX_WEAPONS_ShieldAppear			\Syphon\InGame\Player\Play_SFX_WEAPONS_ShieldAppear	
	3859330229	Play_SFX_Slideshow_screen08_syntalium_Loop			\Syphon\Rundown\Play_SFX_Slideshow_screen08_syntalium_Loop	
	3874336859	Play_StartMenuTransition_FromStartToRundown			\Syphon\MainMenu\Play_StartMenuTransition_FromStartToRundown	
	3913140766	Play_SFX_Slideshow_screen01erase			\Syphon\Rundown\Play_SFX_Slideshow_screen01erase	
	3919501610	Play_SFX_Menu_ChangePageBack			\Syphon\MainMenu\UI_Anims\Play_SFX_Menu_ChangePageBack	
	3936488577	Play_SFX_InMenu_OptionsDisplay			\Syphon\MainMenu\UI_Anims\Play_SFX_InMenu_OptionsDisplay	
	4105057630	Play_SFX_WEAPONS_ShieldRegen			\Syphon\InGame\Player\Play_SFX_WEAPONS_ShieldRegen	
	4142620790	Play_SFX_Slideshow_screen10_turningTurrets_Vari_01			\Syphon\Rundown\Play_SFX_Slideshow_screen10_turningTurrets_Vari_01	
	4232330581	Play_UI_Menu_StartGame			\Syphon\MainMenu\UI_PlayerMove\Play_UI_Menu_StartGame	
	4233067813	Play_AMB_BackCreditToMenu			\Syphon\MainMenu\Ambience\Play_AMB_BackCreditToMenu	
	4258126485	Play_SFX_Slideshow_screen08_syntaliumWorking			\Syphon\Rundown\Play_SFX_Slideshow_screen08_syntaliumWorking	

Switch Group	ID	Name			Wwise Object Path	Notes
	1431031706	GroundMaterials			\Syphon_Switches\GroundMaterials	
	2051106367	PlayerSpeedSwitch			\Syphon_Switches\PlayerSpeedSwitch	
	2901534458	PlayerWeapon			\Syphon_Switches\PlayerWeapon	

Switch	ID	Name	Switch Group			Notes
	2449969375	Glass	GroundMaterials			
	2473969246	Metal	GroundMaterials			
	860902532	Firing	PlayerSpeedSwitch			
	3863236874	Running	PlayerSpeedSwitch			
	555859512	Fugitive	PlayerWeapon			
	3678545986	MachineGun	PlayerWeapon			

Game Parameter	ID	Name			Wwise Object Path	Notes
	870672907	RTPC_GroundWetness			\Syphon_RTPCs\RTPC_GroundWetness	
	2653406601	RTPC_PlayerSpeed			\Syphon_RTPCs\PlayerRTPCs\RTPC_PlayerSpeed	
	3922230529	RTPC_WeaponChose			\Syphon_RTPCs\PlayerRTPCs\RTPC_WeaponChose	
	3992807061	RTPC_LPMusicMenu			\Syphon_RTPCs\SystemsRTPCs\RTPC_LPMusicMenu	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6816052	SFX_Slideshow_screen7_syntalium	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\6A\{6AA4086D-0965-0698-7F11-B64D0CA4D75C}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen7_syntalium		305062
	40316102	SFX3D_Player_PlyrFootstep_Glass_Walking_08	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\1B\{1BBDC7EA-5397-2E5E-A575-749430B46822}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsFire\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Walking_08		50556
	74955355	SFX3D_Player_PlyrFootstep_Wet_01	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\AA\{AA913D93-F335-3118-2B9A-1A6AF83D6756}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsRun\Damp_MatSwitch\Metal\SFX3D_Player_PlyrFootstep_Wet_01		272480
	82573498	SFX3D_Player_PlyrFootstep_Glass_Running_10	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\2A\{2A236AA7-867D-5F28-CA55-7AB10B861960}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsRun\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Running_10		48180
	82949517	SFX3D_Player_PlyrFootstep_Metal_Walking_10	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\8D\{8D0D3815-4DCA-E130-F6A3-80D9FDF4B94B}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsFire\Dry_MatSwitch\Metal\SFX3D_Player_PlyrFootstep_Metal_Walking_10		39068
	86729134	SFX_Menu_ChangePageVari-003	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\CB\{CB1A1063-6DAC-4CBF-6405-26745BFD3961}.wem		\Actor-Mixer Hierarchy\Syphon\UI\InMainMenu\SFX_Menu_ChangePageSwoosh\SFX_Menu_ChangePageVari-003		603228
	96458950	SFX3D_Player_PlyrFootstep_Glass_Running_05	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\83\{8326D0B0-3CE3-DD96-E1B9-1F62538CF7D5}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsRun\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Running_05		45076
	105098846	SFX2D_Interface_PlyrArrowSeqSuccess_Os	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\AA\{AA28B222-4B7C-B409-E5B1-BFCDDF768A95}.wem		\Actor-Mixer Hierarchy\Syphon\UI\InGameMenu\SFX2D_Interface_PlyrArrowSeqSuccess_Os		318360
	119985525	SFX3D_Player_PlyrFootstep_Glass_Walking_03	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\6E\{6EEA8813-5C82-8F95-D9DA-33EDD8C99048}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsFire\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Walking_03		35910
	126995304	SFX_Slideshow_screen1getready	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\B5\{B5685D2E-B0B6-2AA1-5258-42E28BE835C3}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen1getready		40312
	133544080	SFX3D_Player_PlyrFootstep_Glass_Walking_04	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\1D\{1D4B41BC-D770-CB4E-3B6F-D1F33F14FB4B}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsFire\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Walking_04		49248
	134532802	SFX_Slideshow_screen1writing	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\09\{096C0D84-43E0-49AD-AB10-F0F74E02ED1E}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen1writing		95050
	142878235	SFX_WEAPONS_FugitiveShootLB_Vari_01	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\49\{49115A56-F2E3-287D-1DEF-C46604FAE19B}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Equipment\PlayerWeapon\Fugitive\SFX_WEAPONS_FugitiveShootLB_Vari_01		132720
	146164285	SFX_WEAPONS_ShieldAppear	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\41\{4147C0D5-9310-4079-1EAF-1475895E2F47}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Equipment\PlayerShield\SFX_WEAPONS_ShieldAppear		368560
	149981252	SFX_Slideshow_screen10_chestWoosh	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\CA\{CA3F0326-D01E-8C90-DE83-78F9B69F92A5}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen10_chestWoosh		94988
	156482851	SFX_Slideshow_screen10_turningTurrets_Vari_01	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\F4\{F472AFEE-94E8-2D25-8F37-1F6F6C7B9BE3}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen10_turningTurrets_Vari_01		192096
	159808636	UI_Menu_Error	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\84\{84AA5364-1320-4F23-2153-A6170A785C70}.wem		\Actor-Mixer Hierarchy\Syphon\UI\InMainMenu\UI_Menu_Error		155768
	181911166	SFX_Slideshow_screen8_popGoofy	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\4E\{4E6F7F8B-32E6-0CE8-5791-88ADA21903D3}.wem		\Actor-Mixer Hierarchy\Syphon\UI\Rundown\SFX_Slideshow_screen8_popGoofy		47836
	187753050	SFX3D_Player_PlyrFootstep_Glass_Running_04	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\4B\{4B8E6BBA-B693-4BA1-28D5-9671CF01FB1A}.wem		\Actor-Mixer Hierarchy\Syphon\Player\Player_Locomotion\Player_SpeedSwitch\Player_BlendFootstepsRun\Dry_MatSwitch\Glass\SFX3D_Player_PlyrFootstep_Glass_Running_04		49016
	190643961	SFX2D_Interface_PlyrArrowSeqBleeps_Os_03	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\83\{83FF4723-DD08-FD0A-D676-20C01020F51B}.wem		\Actor-Mixer Hierarchy\Syphon\UI\InGameMenu\SFX2D_Interface_PlyrArrowSeqBleeps_Os\SFX2D_Interface_PlyrArrowSeqBleeps_Os_03		38936
	202510398	UI_Menu_StartGame	W:\Projets ENJMIN\GitFork\Syphon\OMH_Proto\Syphon_WwiseProject\.cache\8B\{8BCB888F-E707-C881-1CA6-0AEF8BC345E0}.wem		\Actor-Mixer Hierarchy\Syphon\UI\InMainMenu\UI_Menu_StartGame		372392
